Category,Crop,QueryType,QueryText,KccAns,Refer
Spices,Sugarcane,Varieties,Information Regarding Sugarcane varietiey  CoH 119?,CoH 119: Mid-season variety. It has tall thick greenish canes with prominent weather. It is tolerant to red rot and frost. It is an average ratooner. Gives average yield of 340Qtl/acre.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Varieties,Information Regarding Sugarcane varietiey  Co 238?,"Co 238: Mid-season variety. It has tall thick greenish canes with prominent weather. It is tolerant to red rot and top borer. It is an average ratooner. Gives average yield of 365Qtl/acre.

  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Varieties,Information Regarding Sugarcane varietiey  CoJ 88?,CoJ 88: Mid season variety. Canes are tall with medium thickness and are of greyish color. Its juice contains 17-18% of sucrose. Ratoons yield is also excellent. It is non lodging and it is tolerant to red rot. Produces jaggery of good quality. Also suitable for saline irrigation water. Gives average yield of 337 qtl/acre.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Varieties,Information Regarding Sugarcane varietiey  CoS 8436?,CoS 8436: It is mid-season variety. It is short red variety with thick sturdy greenish yellow canes. It is non lodging and tolerant to red rot. Gives excellent yield under high fertility soils with frequent irrigations. Gives average yield of 307 qtl/acre.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Varieties,Information Regarding Sugarcane varietiey  CoJ 89?,"CoJ 89: It is suitable for late planting. It is resistive to red rot, easy to detrash and non-lodging. It gives average yield is 326 qtl/acre.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Varieties,Information regarding Mid- Late maturing varieties of Sugarcane?,"COPB 93,COPB 94, CO 238, COPB 91, COJ 88 mid-late maturing varieties of sugarcane.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Varieties,Information regarding Early-Maturing varieties of Sugarcane?," Sugarcane early and slow varieties- CoPb95(425 quintal), CoPb96(382 quintal), CoPb 92(335 quintal), Co15023(310 quintal), Co 118(320 quintal), CoJ 64(300 quintal), CoJ 85(305 quintal).  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Varieties,Information Regarding Sugarcane varietiey  Co 1148?,"Co 1148: Applicable for late sowing. Good germinator with profuse tillering, excellent ratooning capacity. It produces medium quality jaggery. It is highly susceptible to red rot. It gives average yield of 375 qtl/acre.
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Varieties,Information Regarding Sugarcane varietiey  CoH 110?,CoH 110: It is late maturing variety.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Varieties,Information Regarding Sugarcane varietiey  Co 7717?,"Co 7717: Early maturing, high sugar content variety. It gives moderately resistant to red rot. Also having good juice content and maintaining this property for long period.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Varieties,Information Regarding Sugarcane varietiey  CoH 128?,"CoH 128: Early maturing variety of sugarcane.
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Varieties,Information Regarding Sugarcane varietiey  CoPb 93?,"CoPb 93: The variety is red rot disease and frost tolerant. This variety contains 16-17% of sucrose in November and 18% of sucrose content in December. It gives an average cane yield of 335 qtl/acre. It gives good quality of jaggery.

  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Varieties,Information Regarding Sugarcane varietiey  CoPb 94?,"CoPb 94: This variety contains 16% of sucrose in November and 19% of sucrose content in December. It gives an average cane yield of 400qtl/acre.
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Seeds,Information Regarding seed management of  Sugarcane crop?,"Seed Rate
Various research and experiment shows that, germination percentage of 3 bud sets is higher than the setts having more or less than three buds. Germination percentage of single bud sett is very low because of moisture loss from other cut end. Also if whole can stalk is planted without giving any cut, still germination percentage remain low as only top end will get germinate.

Seed rate vary from region to region. In North West India, seed rate is high because of low germination percentage and adverse weather i.e hot weather with desiccating winds. Use seed rate of 20,000 three budded setts per acre.

Seed Treatment
Take seed material from crop of 6-7 months age. It should be free from pest and disease. Discard pest, disease affected and damaged buds and canes. Harvest seed crop one day before planting, it will give high and uniform germination. The setts should be soaked in Carbendazim@3gm in 1litre of water. After chemical treatment treat with  Azospirillum. For that dip setts in Azospirillum inoculum@800gm/acre +sufficient water solution for 15min before planting.   
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Seeds,Information Regarding seed treatment of  Sugarcane crop?,"Seed treatment:
Take seed material from crop of 6-7 months age. It should be free from pest and disease. Discard pest, disease affected and damaged buds and canes. Harvest seed crop one day before planting, it will give high and uniform germination. The setts should be soaked in Carbendazim@3gm in 1litre of water. After chemical treatment treat with  Azospirillum. For that dip setts in Azospirillum inoculum@800gm/acre +sufficient water solution for 15min before planting.     ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Cultural Practices,Information Regarding soil treatment  of  Sugarcane crop?,Suspended 5 kg of bio fertilizer per acre in 10 litres of water & mixed with thoroughly with 80-100 kg of FYM. The mixed bio fertilizer in FYM is sprinkled over cane setts in the rows of planting. Immediately rows should be covered.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Plant Protection,Information Regarding control of Early shoot borer in  Sugarcane Crop?,"Early shoot borer: Attacked in germination stage upto internodes formations. Larva make holes in shoot below the ground level and then enter into it thus causes dead heart. It give offensive smell. It is mostly observed in light soil and in dry weather. Pest is active from March - June.

Avoid late plantation. Apply Chlorpyriphos@1litres/acre with 100-150 litres of water over the setts placed on furrows with the help of rosecan. Remove dead heart infected plants. Give light irrigation and avoid drying of field.

  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Plant Protection,Information Regarding control of White Grub in  Sugarcane Crop?,"White Grub: These feed on root system and thus damage to crop. Entire drying up of stalks and easily dislodging of cane are main symptoms for white grub infestation. In initial stage infestation observed in patches and afterwards it spread on entire field.

The adult beetles emerge from the soil during June-July with the first showers of rain. They congregate on the nearby trees and feed on their leaves during night. The eggs are laid in the soil and the larvae (grubs) hatching from them eat away the rootlets or root hairs of the groundnut plants. To destroy beetles spray Imidacloprid@4-6ml/10Ltr of water on plants of nearby sugarcane plants.
For effective management of white grub. Plough the field and exposes the beetles resting in the soil. Do not delay crop sowing. Before sowing treat cane with Chlorpyriphos. Apply Phorate@4kg or carbofuran@13kg per acre in the soil at or before sowing. In heavily infested fields, flooding is to be done for 48 hrs. Do drenching of Clothianidin@40gm/acre with 400 Ltr of water using cane.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Plant Protection,Information Regarding control of Termites in  Sugarcane Crop?,"Termites: Before sowing do cane treatment. Dip setts in imidacloprid solution@4ml/10Ltr for 2min or at time planting spray Chlorpyriphos@2litre/acre on setts. If infestation occur in standing crop, drench with Imidacloprid@60ml/150litre of water or Chlorpyriphos@1ltr/200Ltr of water.
   ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Plant Protection,Information Regarding control of Pyrilla in  Sugarcane Crop?,"Pyrilla: Severe pest of North India. Adult suck leaf sap under the surface of leaves. It results in yellowing white spot and withering. They secretes honey like substance and attract sooty mould fungi, due to this leaves become blackish.

At regular interval, collect and destroy white-puffy egg masses. In severe infestation spray with Dimethoate or Acephate@ 1-1.5ml/Ltr of water.        ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Plant Protection,Information Regarding control of Root borer in  Sugarcane Crop?,"Root borer: Borer enter into root zone of shoot below ground. Infestation is high from July onward. Due to infestation yellowing of leaves from leaf apex to downwards along the margin is seen.

Before sowing do cane treatment with Chlorpyriphos. In dry field infestation is low so keep field dry and clean, avoid water logging condition in field. Carry out earthing operation at 90days. If infestation is observed in field, do drenching with Chlorpyriphos 20EC@1Ltr/acre with 100-150Ltr of water near the root zone or do granular application of Quinalphos@300ml/acre. Remove infected cane and destroyed it away from field.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Plant Protection,Information Regarding control of Stalk Borer in  Sugarcane Crop?,"Stalk Borer: It is active from July onwards with onset of monsoon. Larvae feeds on inner surface of leaf sheath, mid rib and stalk. It can attack any region of stalk. Infestation continues from cane formation to harvest.
 
Avoid excess use of nitrogen, keep field clean and provide proper drainage. Provide earthing up to prevent crop from lodging. Chemical control is rarely effective. Release parasitoid, Cotesia flavipes@800 mated females/acre at weekly interval from July to November.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Plant Protection,Information Regarding control of Top Borer in  Sugarcane Crop?,"
Top Borer: It attacks crops from tillering to maturity phase. Larvae makes tunnels into midribs causes white streak which later turns brown. If infestation occurs during tillering phase, the attacked shoots dies resulting in dead heart formation. If it attacks on grown up canes, apical growth is arrested resulting in bunchy top symptoms.

To control do drenching of Rynaxypyr 20SC@60ml/acre in 100-150Ltr of water in between period of month end of April to first week of May. Maintain proper drainage in soil, as water logging increases top borer incidence  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Plant Protection,Information Regarding control of Red Rot in  Sugarcane Crop?,"Red Rot: From top, third and fourth leaves show yellowing and drying. At later stage show discoloured lesion on rind. If split the diseased stalk show reddening of internal tissue. A sour and alcoholic smell emanates from the infected cane.  

To control grow disease resistance varieties. Select disease free cane for sowing. Discard cane which show reddening at cut end and at the nodal region. Do crop rotation with paddy or with green manure crops. Avoid water logging field. If infestation is observed remove the crop and destroyed it away from field. Disinfect soil around the diseased clump with Carbendazim@0.1% solution.

  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Plant Protection,Information Regarding control of Wilt in  Sugarcane Crop?,"
Wilt: Root borer, nematodes, termite, drought and water logging condition cause plant to wilt infection. Crown leaves turn yellow and loose turgor and withers. Boat shape cavities appears in pith region and crop get shrink. It reduces germination and reduces yield.

Use disease free setts for planting. Do setts treatments with Carbendazim@0.2% + Boric acid@0.2% for 10min. Intercropping with onion, garlic and coriander will reduces the wilt disease.
 

  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Plant Protection,Information Regarding control of Pokkah Boeng in  Sugarcane Crop?,"Pokkah Boeng: It is air borne disease. Symptoms are observed in monsoon. Disease plant bear distorted and wrinkled leaves. Leaves show reddish patches at base of leaf blade. Newly formed leaves become shortened and sword like.

Grow pokkah boeng disease resistive varieties. If infection of disease is observed spray with Carbendazim@4gm/Ltr or Copper Oxychloride@3gm/Ltr or Mancozeb@3gm/Ltr of water.

  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Plant Protection,Information Regarding control of shoot borer in Sugarcane?,spray 10 kg Regent 0.3g (Fipronil) or Padan 4g (Cartop Hydrochloride) mixed with 20 kg sand or 45 ml imidaclod 17.8 SL or 2 liters Chloropephos 20 EC at 400 Dissolve in a liter of water.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Plant Protection,Information Regarding control of thrips in Sugarcane?, Spray 10 kg of Regent 0.3g (Fipronil) mixed with 20 kg of sand or 45 ml of Imidacloprid 17.8 SL dissolved in 400 liters of water  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Weed Management,Information regarding pre emergence weed control in Sugarcane?,Spray 800 g Carmax/Class 80 WP or 200-400 g Sencor 70 WP (Metribuzin) or 800 g Atrataf 50 WP (Atrazine) dissolved in 200 liters of water within 2-3 days after sowing.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Plant Protection,How to control of Top borer in Sugarcane?,"For control of top borer, 10 kg Fertera 0.4 g or 12 kg Furadan 3 g mixed with sand and sprinkled or applied from mid-April to June  per acre.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Plant Protection,How to control of Black bug in Sugarcane?,Spray 350 ml of Chlorpyrifos 20 EC mixed with 400 liters of water to prevent black rot in sugercane.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Plant Protection,Information regarding sucking pest control in sugarcane?,Spray Reagent 20 ml /15 liters of water.(Fipronil 5 SC (5% w/w).  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Plant Protection,Information regarding blight attack control in sugarcane?, Tubeconazole 50% 7 ml/15 liters of water should be sprayed.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Nutrient Management,Information regarding growth of sugarcane?,19:19:19 60gm + Microla 30ml+ for more budding and balanced growth in sugarcane crop.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Weed Management,Information Regarding pre emergence weed control in Sugarcane?, Anthrazine 2.5 kg per hectare should be sprayed 4-5 days after planting.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Plant Protection,Information regarding aphid control in sugarcane?,Thiemethoxam 7 gm/acre in 15 liters of water should be sprayed.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Plant Protection,Information regarding mealy bug control in sugarcane?,Chlorpyrifos 50% + Cypermethrin 5% e.c. 30 ml per 15 liters of water should be sprayed.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Cultural Practices,Information regarding sugarcane planting distance?,Should be more than 4 feet per hierarchy and 2 feet per plant.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Fertilizer Uses,Information regarding Internode borer management in sugarcane?,Spray the cartohydrochloride a liter of water at 2 g.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Nutrient Management,"Information regarding sugarcane foliar application information?
",Leaf fertilizer 19:19:19 5 g of water should be sprayed with water.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Fertilizer Uses,Information Regarding Fertilizer dose for RATOON sugarcane?,Khodwa Oos Fertilizers- 1 bag Urea + 1 bag Single Super Phosphate + 1 bag Murate of Potash + 10 kg Magnesium Sulphate + 10 kg Zinc Sulphate + 5 kg Boron + 25 kg Neem Pend + Humic Acid 3 kg per acre.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Nutrient Management,Information Regarding necessary nutrition of Sugarcane?,"NITROGEN--90kg/acre, PHOSPHORUS --Soil test need, POTASH--Soil test need
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Spices,Sugarcane,Fertilizer Uses,Information Regarding fertilizer requirement in Sugarcane?,"UREA--200kg/acre, SSP--Soil test need,MURIATE OF POTASH--Soil test need
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Oilseeds,Groundnut,Cultural Practices,Information Regarding Groundnut?,"Groundnut is a significant oilseed, ideal for cultivation in tropic regions of the country. Groundnut (Arachis hypogaea), is a species in the legume or ""bean"" family. It is considered to be local in South America. These are known by many other local names such as earthnuts, ground nuts, goober peas, monkey nuts, pygmy nuts and peanuts. Despite its name and appearance, the peanut is not a nut, but rather a legume.Groundnut is the third most important oilseed of world. In India, it is available throughout the year. It is important source of protein grown mostly under rain-fed conditions. In India, Uttar Pradesh, Madhya Pradesh, Rajasthan, Gujarat, Maharashtra, Karnataka, Andhra Pradesh and Tamil Nadu are major groundnut growing states.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Oilseeds,Groundnut,Cultural Practices,Information Regarding sowing time of  Groundnut crop?,Sow the rainfed crop with the advent of monsoon in the last week of June or in the Ist week of July. Complete sowing as early as possible as delay sowing results in reduction in yield. Where irrigation facility is available sow kharif groundnut from April end to May end.    ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Oilseeds,Groundnut,Cultural Practices,Information Regarding suitable tempararture of Groundnut crops?,"The suitable temparature: Sowing Temparature- 25-35 degree, 
Normal Temperature- 20-30 degree,Harvesting Temperature- 18-25 degree, Rainfall- 50-75cm
  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Oilseeds,Groundnut,Cultural Practices,Information Regarding suitable time of  Groundnut crop?,Sow the rainfed crop with the advent of monsoon in the last week of June or in the Ist week of July. Complete sowing as early as possible as delay sowing results in reduction in yield. Where irrigation facility is available sow kharif groundnut from April end to May end.    ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Oilseeds,Groundnut,Cultural Practices,Information Regarding soil management of  Groundnut crop?,Groundnut is raised in a sandy loam as well as well drained sandy clay loam soil. Deep well- drained soil with pH of 6.5 -7 as well as having great fertility are perfect for groundnut cultivation. Spanish as well as Runner varieties are beneficial for good quality soil compared to the Virginia forms. The lack of pods is often rich in heavier grounds. An excellent climatic condition for better germination of groundnut is 31C. Heavy and stiff clays are unsuitable for groundnut cultivation as the pod development is hampered in these soils.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Oilseeds,Groundnut,Cultural Practices,Information Regarding field preparation of  Groundnut crop?,"After harvesting of previous crop, plough the land twice and pulverised soil to obtained good tilth of soil. Give a third ploughing if necessary for rainfed crop, in the end of June or early July. Use harrow or tillers for cultivation purpose. When land is heavily infested with perennial weeds, very deep ploughing is needed. For irrigated crop, make beds of convenient size depending upon topography. Nature of irrigation source etc. Application of 5-7 ton/acre of chicken manure or 10 ton/acre of farm yard manure or well decomposed cow dung should be done 1 month before sowing. It helps to improve soil structure along with good plant growth.    ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Oilseeds,Groundnut,Cultural Practices,Information Regarding spacing of  Groundnut crop?,"Spacing:Spacing to be adopted is depends upon type of variety. i.e., for semi spreading variety (M 522) use spacing of 30cm between the rows and 22.5 cm between plants and for bunchy type varieties (SG 99, SG84) use spacing of 30x15 cm.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Oilseeds,Groundnut,Cultural Practices,Information Regarding sowing depth of  Groundnut crop?,Sowing Depth:Healthy and well developed pods should be hand shelled with a suitable groundnut sheer about fornight before sowing. Pods are sown with help of seed drill at depth of 8-10 cm at a seed rate of 38-40 kg/acre.  ,"[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Oilseeds,Groundnut,Cultural Practices,Information Regarding harvesting of  Groundnut crop?,"Kharif sown crop is get ready to harvest in month of November. When plant show uniform yellowing of crop along with shedding of older leaves. Crop sown during April end - May end is ready for harvesting after the monsoons are over towards end of August and September. For efficient harvesting of crop, adequate moisture should be present in soil and crop should not be overripe. The tractor- mounted groundnut-digger shaker developed at the Punjab Agricultural University may be used for quick harvesting. Harvested plants are stacked for a few days for drying and stripped afterwards. After curing, collect the crop at one place and give 2-3 shakings and beatings daily for 2 to 3 days with a toothed rake or trangli to separate pods and leaves from the stalk. Collect the pods and leaves into a heap and winnow. Dried pods in sun for 4 or 5 days before storage.On cloudy days removed pods and then immediately place them in an air drier@27-38 degree centigrade for 2 days or until pods dry to constant mass (6-8%).  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
Oilseeds,Groundnut,Cultural Practices,Information Regarding post harvesting of  Groundnut crop?,"After cleaning and grading, store pods in gunny bags and stack them up to 10 bags high in separated stocks so that air freely circulate among them. The bags should be piled on wooden plank to avoid damage due to dampness.
Processed Peanuts:: Apart from raw edible peanuts, India is also in a position to supply blanched peanuts, roasted salted peanuts and dry roasted peanuts and a variety of peanut based products.  ","[Reference: www.apnikheti.com, Punjab Agricultural University Ludhiana, Department of Agriculture, Indian Agricultural Research Institute New Delhi,
Indian Institute of Wheat and Barley Research, Ministry of Agriculture & Farmers Welfare]"
